cod_estab,nombre,tipo,comuna,cod_comuna,region,servicio_salud,zona,inscritos_60,bajo_control_65,deteccion,ef_registro,deficit,score,prioridad,lat,lon
124553,Posta de Salud Rural San Ramón (Calbuco),Posta de Salud Rural (PSR),Calbuco,10102,Los Lagos,Servicio de Salud Del Reloncaví,rural,84,0,,-2.638,2.638,26.1,Alta,-41.74255,-73.05976
121459,Posta de Salud Rural Laurel Huacho,Posta de Salud Rural (PSR),Padre Las Casas,09112,La Araucanía,Servicio de Salud Araucanía Sur,rural,318,0,,-2.026,2.026,26,Alta,-38.81514,-72.81445
115478,Posta de Salud Rural Lo Moscoso,Posta de Salud Rural (PSR),Placilla,06308,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,73,0,,-2.691,2.691,25.8,Alta,-34.60379,-71.110004
106306,Centro de Salud Familiar Las Cañas,Centro de Salud Familiar (CESFAM),Valparaíso,05101,Valparaíso,Servicio de Salud Valparaíso San Antonio,,1745,1,,-2.011,2.011,25.7,Alta,-33.057969,-71.608047
115405,Posta de Salud Rural Idahue,Posta de Salud Rural (PSR),Coltauco,06104,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,334,0,,-1.983,1.983,25.7,Alta,-34.29207,-71.14715
200340,Centro Comunitario de Salud Familiar Chacarillas,Centro Comunitario de Salud Familiar (CECOSF),Constitución,07102,Maule,Servicio de Salud Del Maule,mixto,574,1,,-2.359,2.359,25.7,Alta,-35.34023,-72.42305
120460,Posta de Salud Rural Polcura,Posta de Salud Rural (PSR),Tucapel,08312,Biobío,Servicio de Salud Biobío,mixto,424,3,,-2.479,2.479,25.7,Alta,-37.2863,-71.72706
200931,Centro Comunitario de Salud Familiar Loreto,Centro Comunitario de Salud Familiar (CECOSF),Coltauco,06104,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,326,0,,-1.983,1.983,25.6,Alta,-34.26504,-71.02582
115717,Centro Comunitario de Salud Familiar Consultorio Chacabuco,Centro Comunitario de Salud Familiar (CECOSF),San Fernando,06301,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,459,0,,-2.438,2.438,25.6,Alta,-34.57412,-71.00103
200491,Centro Comunitario de Salud Familiar Angostura,Centro Comunitario de Salud Familiar (CECOSF),San Fernando,06301,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,456,0,,-2.438,2.438,25.6,Alta,-34.54288,-70.97026
116514,Posta de Salud Rural Los Quillayes (Sagrada Familia),Posta de Salud Rural (PSR),Sagrada Familia,07307,Maule,Servicio de Salud Del Maule,rural,189,0,,-2.189,2.189,25.6,Alta,-35.073788,-71.474495
107417,Posta de Salud Rural La Viña,Posta de Salud Rural (PSR),Cabildo,05402,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,178,0,,-2.865,2.865,25.5,Alta,-32.42445,-70.91353
116519,Posta de Salud Rural Esperanza,Posta de Salud Rural (PSR),Villa Alegre,07407,Maule,Servicio de Salud Del Maule,rural,149,0,,-2.276,2.276,25.4,Alta,-35.69204,-71.6157
120473,Posta de Salud Rural Canchillas,Posta de Salud Rural (PSR),Yumbel,08313,Biobío,Servicio de Salud Biobío,rural,108,1,,-2.434,2.434,25.4,Alta,-36.95429,-72.52813
133725,Centro Comunitario de Salud Familiar Bellavista,Centro Comunitario de Salud Familiar (CECOSF),Ancud,10202,Los Lagos,Servicio de Salud Chiloé,mixto,189,1,,-2.819,2.819,25.4,Alta,-41.87671,-73.82486
117447,Posta de Salud Rural Cucha Cox,Posta de Salud Rural (PSR),Portezuelo,16205,Ñuble,Servicio de Salud Ñuble,rural,94,0,,-2.499,2.499,25.4,Alta,-36.6003,-72.39071
122309,Centro de Salud Familiar Choshuenco,Centro de Salud Familiar (CESFAM),Panguipulli,14108,Los Ríos,Servicio de Salud Los Rios,rural,374,0,,-1.915,1.915,25.3,Alta,-39.83673,-72.083361
128730,Centro Comunitario de Salud Familiar Quidico,Centro Comunitario de Salud Familiar (CECOSF),Tirúa,08207,Biobío,Servicio de Salud Arauco,rural,321,0,,-1.958,1.958,25.2,Alta,-38.247626,-73.484212
123402,Posta de Salud Rural Cuinco,Posta de Salud Rural (PSR),San Juan de la Costa,10306,Los Lagos,Servicio de Salud Osorno,rural,128,1,,-2.326,2.326,25.2,Alta,-40.648506,-73.459478
200365,Centro Comunitario de Salud Familiar Villa Los Presidentes,Centro Comunitario de Salud Familiar (CECOSF),Talagante,13601,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,112,1,,-3.109,3.109,25.2,Alta,-33.67879,-70.95539
109713,Centro Comunitario de Salud Familiar La Foresta,Centro Comunitario de Salud Familiar (CECOSF),Quilicura,13125,Metropolitana de Santiago,Servicio de Salud Metropolitano Norte,,515,0,,-2.339,2.339,25.1,Alta,-33.35925,-70.74863
133510,Posta de Salud Rural Isla Alao,Posta de Salud Rural (PSR),Quinchao,10210,Los Lagos,Servicio de Salud Chiloé,rural,1221,0,,-1.576,1.576,25,Alta,-42.60089,-73.29903
120468,Posta de Salud Rural Virquenco,Posta de Salud Rural (PSR),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,521,6,0.164518782561009,-2.308,2.308,24.8,Alta,-37.46679,-72.50027
121473,Posta de Salud Rural Pumalal,Posta de Salud Rural (PSR),Lautaro,09108,La Araucanía,Servicio de Salud Araucanía Sur,mixto,151,0,,-2.876,2.876,24.8,Alta,-38.61705,-72.49805
121460,Posta de Salud Rural Collimallín,Posta de Salud Rural (PSR),Temuco,09101,La Araucanía,Servicio de Salud Araucanía Sur,,169,0,,-2.801,2.801,24.7,Alta,-38.60605,-72.69722
106729,Centro Comunitario de Salud Familiar Tejas Verdes,Centro Comunitario de Salud Familiar (CECOSF),San Antonio,05601,Valparaíso,Servicio de Salud Valparaíso San Antonio,urbano,531,0,,-2.285,2.285,24.6,Alta,-33.61735,-71.6193
122408,Centro Comunitario de Salud Familiar Erodita Arriagada Oliva,Centro Comunitario de Salud Familiar (CECOSF),Los Lagos,14104,Los Ríos,Servicio de Salud Los Rios,rural,960,2,,-1.609,1.609,24.6,Alta,-39.80672,-72.95888
116434,Posta de Salud Rural Peñaflor,Posta de Salud Rural (PSR),Río Claro,07108,Maule,Servicio de Salud Del Maule,rural,86,0,,-2.465,2.465,24.5,Alta,-35.21043,-71.25459
120401,Posta de Salud Rural Millantú,Posta de Salud Rural (PSR),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,489,4,,-2.308,2.308,24.5,Alta,-37.3975,-72.62056
120467,Posta de Salud Rural Chacayal Sur,Posta de Salud Rural (PSR),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,487,3,,-2.308,2.308,24.5,Alta,-37.45024,-72.13989
105722,Centro Comunitario de Salud Familiar San José de la Dehesa,Centro Comunitario de Salud Familiar (CECOSF),Ovalle,04301,Coquimbo,Servicio de Salud Coquimbo,mixto,1016,1,,-2.055,2.055,24.4,Alta,-30.5929,-71.20427
107405,Posta de Salud Rural Pueblo de Varas,Posta de Salud Rural (PSR),La Ligua,05401,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,3552,0,,-1.732,1.732,24.3,Alta,-32.440755,-71.200729
200283,Centro Comunitario de Salud Familiar Parque Central,Centro Comunitario de Salud Familiar (CECOSF),Hualpén,08112,Biobío,Servicio de Salud Talcahuano,urbano,471,0,,-2.306,2.306,24.3,Alta,-36.785661,-73.079504
109712,Centro Comunitario de Salud Familiar Batuco,Centro Comunitario de Salud Familiar (CECOSF),Lampa,13302,Metropolitana de Santiago,Servicio de Salud Metropolitano Norte,mixto,920,3,,-2.077,2.077,24.3,Alta,-33.22992,-70.81273
103404,Posta de Salud Rural Peine,Posta de Salud Rural (PSR),San Pedro de Atacama,02203,Antofagasta,Servicio de Salud Antofagasta,rural,59,0,,-2.647,2.647,24.2,Alta,-23.68293,-68.06543
110495,Posta de Salud Rural El Prado,Posta de Salud Rural (PSR),San Pedro,13505,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,rural,146,2,,-2.178,2.178,24.2,Alta,-33.91865,-71.51013
115480,Posta de Salud Rural La Cabaña,Posta de Salud Rural (PSR),Lolol,06304,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,74,0,,-2.505,2.505,24.1,Alta,-34.72209,-71.56817
128728,Centro Comunitario de Salud Familiar Los Álamos,Centro Comunitario de Salud Familiar (CECOSF),Los Álamos,08206,Biobío,Servicio de Salud Arauco,mixto,714,0,,-2.129,2.129,24,Alta,-37.61349,-73.41248
200347,Centro Comunitario de Salud Familiar Alberto Bachelet,Centro Comunitario de Salud Familiar (CECOSF),Conchalí,13104,Metropolitana de Santiago,Servicio de Salud Metropolitano Norte,urbano,1063,7,0.0940733772342427,-2.013,2.013,24,Alta,-33.38042,-70.66691
117459,Posta de Salud Rural Capellanía,Posta de Salud Rural (PSR),Portezuelo,16205,Ñuble,Servicio de Salud Ñuble,rural,73,0,,-2.499,2.499,24,Alta,-36.470246,-72.520037
113702,Centro Comunitario de Salud Familiar Sierra Bella,Centro Comunitario de Salud Familiar (CECOSF),San Joaquín,13129,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,urbano,733,0,,-2.111,2.111,23.9,Alta,-33.4861,-70.63252
103704,Centro Comunitario de Salud Familiar Antofagasta,Centro Comunitario de Salud Familiar (CECOSF),Antofagasta,02101,Antofagasta,Servicio de Salud Antofagasta,,495,0,,-2.237,2.237,23.8,Alta,-23.54323,-70.38544
104400,Posta de Salud Rural Los Loros,Posta de Salud Rural (PSR),Tierra Amarilla,03103,Atacama,Servicio de Salud Atacama,mixto,368,0,,-2.345,2.345,23.8,Alta,-27.83214,-70.10507
118303,Centro de Salud Familiar Pedro de Valdivia,Centro de Salud Familiar (CESFAM),Concepción,08101,Biobío,Servicio de Salud Concepción,,2378,8,0.0480595938964316,-1.784,1.784,23.8,Alta,-36.841899,-73.055598
200369,Centro Comunitario de Salud Familiar Boca Sur Viejo,Centro Comunitario de Salud Familiar (CECOSF),San Pedro de la Paz,08108,Biobío,Servicio de Salud Concepción,urbano,130,0,,-2.843,2.843,23.8,Alta,-36.826999,-73.139036
107426,Posta de Salud Rural La Vega (Olmué),Posta de Salud Rural (PSR),Olmué,05803,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,163,0,,-2.708,2.708,23.7,Alta,-33.03775,-71.04649
121479,Posta de Salud Rural Nilpe,Posta de Salud Rural (PSR),Galvarino,09106,La Araucanía,Servicio de Salud Araucanía Sur,rural,116,0,,-2.229,2.229,23.7,Alta,-38.49055,-72.80105
106416,Centro Comunitario de Salud Familiar Las Cruces (El Tabo),Centro Comunitario de Salud Familiar (CECOSF),El Tabo,05605,Valparaíso,Servicio de Salud Valparaíso San Antonio,urbano,1494,1,,-1.883,1.883,23.6,Alta,-33.498534,-71.626162
115473,Posta de Salud Rural Nilahue Cornejo,Posta de Salud Rural (PSR),Pumanque,06309,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,67,0,,-2.505,2.505,23.6,Alta,-34.65564,-71.74047
118441,Posta de Salud Rural Cancha Los Monteros,Posta de Salud Rural (PSR),Florida,08104,Biobío,Servicio de Salud Concepción,rural,107,0,,-2.262,2.262,23.6,Alta,-36.925106,-72.682798
121508,Posta de Salud Rural Alto Yupehue,Posta de Salud Rural (PSR),Carahue,09102,La Araucanía,Servicio de Salud Araucanía Sur,rural,18,0,,-3.594,3.594,23.6,Alta,-38.53322,-73.41666
121551,Posta de Salud Rural Molco ( Loncoche ),Posta de Salud Rural (PSR),Loncoche,09109,La Araucanía,Servicio de Salud Araucanía Sur,mixto,66,0,,-3.264,3.264,23.5,Alta,-39.30274,-72.810151
107433,Posta de Salud Rural Pachacama,Posta de Salud Rural (PSR),Calera,05502,Valparaíso,Servicio de Salud Viña del Mar Quillota,urbano,103,0,,-2.945,2.945,23.4,Alta,-32.84027,-71.14945
120405,Posta de Salud Rural Llano Blanco,Posta de Salud Rural (PSR),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,371,1,,-2.308,2.308,23.4,Alta,-37.564731,-72.176906
120411,Posta de Salud Rural Dicahue,Posta de Salud Rural (PSR),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,370,0,,-2.308,2.308,23.4,Alta,-37.299827,-72.280153
121567,Posta de Salud Rural San Ramón,Posta de Salud Rural (PSR),Padre Las Casas,09112,La Araucanía,Servicio de Salud Araucanía Sur,rural,177,0,,-2.026,2.026,23.4,Alta,-38.86996,-72.39666
114329,Centro de Salud Familiar San Alberto Hurtado Red de Salud UC CHRISTUS,Centro de Salud Familiar (CESFAM),Puente Alto,13201,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur Oriente,,4213,27,0.0915533552609271,-1.627,1.627,23.3,Alta,-33.59663,-70.55654
103406,Posta de Salud Rural Caspana,Posta de Salud Rural (PSR),Calama,02201,Antofagasta,Servicio de Salud Antofagasta,,51,0,,-3.413,3.413,23.1,Alta,-22.33517,-68.21267
107422,Posta de Salud Rural Maitencillo (Puchuncaví),Posta de Salud Rural (PSR),Puchuncaví,05105,Valparaíso,Servicio de Salud Viña del Mar Quillota,mixto,122,0,,-2.8,2.8,23.1,Alta,-32.64595,-71.43069
120408,Posta de Salud Rural San Carlos,Posta de Salud Rural (PSR),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,332,0,,-2.308,2.308,23,Alta,-37.59444,-72.27556
107756,Centro Comunitario de Salud Familiar El Retiro,Centro Comunitario de Salud Familiar (CECOSF),Quilpué,05801,Valparaíso,Servicio de Salud Viña del Mar Quillota,,1272,12,0.134770889487871,-1.861,1.861,22.8,Alta,-33.03646,-71.44218
120436,Posta de Salud Rural Turquía,Posta de Salud Rural (PSR),San Rosendo,08310,Biobío,Servicio de Salud Biobío,mixto,209,0,,-2.485,2.485,22.8,Alta,-37.229404,-72.65276
133469,Posta de Salud Rural Quehui,Posta de Salud Rural (PSR),Castro,10201,Los Lagos,Servicio de Salud Chiloé,mixto,181,4,,-2.557,2.557,22.8,Alta,-42.61354,-73.49468
123434,Posta de Salud Rural Huilma,Posta de Salud Rural (PSR),Río Negro,10305,Los Lagos,Servicio de Salud Osorno,rural,261,0,,-1.838,1.838,22.8,Alta,-40.70951,-73.27102
120404,Posta de Salud Rural Los Molinos,Posta de Salud Rural (PSR),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,306,1,,-2.308,2.308,22.7,Alta,-37.272515,-72.189825
120414,Posta de Salud Rural Alborada,Posta de Salud Rural (PSR),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,305,0,,-2.308,2.308,22.7,Alta,-37.36611,-72.09694
121541,Posta de Salud Rural Boroa Sur,Posta de Salud Rural (PSR),Toltén,09118,La Araucanía,Servicio de Salud Araucanía Sur,rural,89,0,,-2.264,2.264,22.7,Alta,-39.303682,-73.089647
121463,Posta de Salud Rural Conoco,Posta de Salud Rural (PSR),Temuco,09101,La Araucanía,Servicio de Salud Araucanía Sur,,109,0,,-2.801,2.801,22.6,Alta,-38.62233,-72.74123
121580,Posta de Salud Rural Malalche,Posta de Salud Rural (PSR),Cholchol,09121,La Araucanía,Servicio de Salud Araucanía Sur,rural,153,0,,-2.016,2.016,22.6,Alta,-38.574768,-72.945364
133560,Posta de Salud Rural San José,Posta de Salud Rural (PSR),Queilén,10207,Los Lagos,Servicio de Salud Chiloé,rural,25,1,,-3.106,3.106,22.6,Alta,-42.92723,-73.58581
105402,Posta de Salud Rural El Romero,Posta de Salud Rural (PSR),La Serena,04101,Coquimbo,Servicio de Salud Coquimbo,,647,0,,-2.03,2.03,22.5,Alta,-29.88972,-71.14064
120455,Posta de Salud Rural Chillancito,Posta de Salud Rural (PSR),Cabrero,08303,Biobío,Servicio de Salud Biobío,mixto,319,0,,-2.272,2.272,22.5,Alta,-37.202777,-72.350347
110492,Posta de Salud Rural Nihue,Posta de Salud Rural (PSR),San Pedro,13505,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,rural,101,0,,-2.178,2.178,22.5,Alta,-33.947638,-71.560175
120456,Posta de Salud Rural Charrúa,Posta de Salud Rural (PSR),Cabrero,08303,Biobío,Servicio de Salud Biobío,mixto,311,0,,-2.272,2.272,22.4,Alta,-37.10167,-72.32417
133466,Posta de Salud Rural Curahue,Posta de Salud Rural (PSR),Castro,10201,Los Lagos,Servicio de Salud Chiloé,mixto,165,0,,-2.557,2.557,22.4,Alta,-42.54984,-73.68143
116419,Posta de Salud Rural Pichingal,Posta de Salud Rural (PSR),Molina,07304,Maule,Servicio de Salud Del Maule,mixto,600,0,,-2.029,2.029,22.3,Alta,-35.11689,-71.21393
119708,Centro Comunitario de Salud Familiar El Santo Esfuerzo de Todos,Centro Comunitario de Salud Familiar (CECOSF),Tome,08111,Biobío,Servicio de Salud Talcahuano,urbano,575,0,,-2.05,2.05,22.3,Alta,-36.61681,-72.93897
121575,Centro Comunitario de Salud Familiar Barros Arana,Centro Comunitario de Salud Familiar (CECOSF),Teodoro Schmidt,09117,La Araucanía,Servicio de Salud Araucanía Sur,rural,568,7,0.176056338028169,-1.576,1.576,22.3,Alta,-38.987383,-72.92221
115406,Posta de Salud Rural Rinconada de Parral,Posta de Salud Rural (PSR),Coltauco,06104,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,150,0,,-1.983,1.983,22.2,Alta,-34.24288,-71.07092
200454,Centro Comunitario de Salud Familiar Lo Chacón,Centro Comunitario de Salud Familiar (CECOSF),El Monte,13602,Metropolitana de Santiago,Servicio de Salud Metropolitano Occidente,mixto,524,4,,-2.067,2.067,22.2,Alta,-33.68636,-71.02232
200470,Centro Comunitario de Salud Familiar Cerro Estanque,Centro Comunitario de Salud Familiar (CECOSF),Tome,08111,Biobío,Servicio de Salud Talcahuano,urbano,532,0,,-2.05,2.05,22.1,Alta,-36.60963,-72.94563
113333,Centro de Salud Familiar Alto Jahuel,Centro de Salud Familiar (CESFAM),Buin,13402,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,mixto,2033,1,,-1.695,1.695,22.1,Alta,-33.73525,-70.68416
105457,Posta de Salud Rural San Agustín (Salamanca),Posta de Salud Rural (PSR),Salamanca,04204,Coquimbo,Servicio de Salud Coquimbo,rural,146,0,,-1.981,1.981,22,Alta,-31.730743,-70.832214
116432,Posta de Salud Rural Camarico (Río Claro),Posta de Salud Rural (PSR),Río Claro,07108,Maule,Servicio de Salud Del Maule,rural,54,0,,-2.465,2.465,22,Alta,-35.22298,-71.41954
200337,Centro Comunitario de Salud Familiar Martín Henríquez,Centro Comunitario de Salud Familiar (CECOSF),San Joaquín,13129,Metropolitana de Santiago,Servicio de Salud Metropolitano Sur,urbano,1343,4,,-1.785,1.785,22,Alta,-33.49891,-70.63273
200225,Posta de Salud Rural Esmeralda,Posta de Salud Rural (PSR),Rengo,06115,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,476,0,,-2.071,2.071,21.9,Alta,-34.330563,-70.900765
115443,Posta de Salud Rural Quinahue,Posta de Salud Rural (PSR),Santa Cruz,06310,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,341,0,,-2.188,2.188,21.9,Alta,-34.69254,-71.31729
120406,Posta de Salud Rural Los Troncos,Posta de Salud Rural (PSR),Los Ángeles,08301,Biobío,Servicio de Salud Biobío,,253,0,,-2.308,2.308,21.9,Alta,-37.27602,-72.42779
121545,Posta de Salud Rural Huellanto Alto,Posta de Salud Rural (PSR),Gorbea,09107,La Araucanía,Servicio de Salud Araucanía Sur,mixto,202,0,,-2.402,2.402,21.9,Alta,-39.19627,-72.48432
121599,Posta de Salud Rural Añilco,Posta de Salud Rural (PSR),Villarrica,09120,La Araucanía,Servicio de Salud Araucanía Sur,mixto,209,1,,-2.383,2.383,21.9,Alta,-39.45836,-72.25672
105430,Posta de Salud Rural Mialqui,Posta de Salud Rural (PSR),Monte Patria,04303,Coquimbo,Servicio de Salud Coquimbo,rural,38,1,,-2.67,2.67,21.8,Alta,-30.75353,-70.85516
106419,Posta de Salud Rural San Juan de San Antonio,Posta de Salud Rural (PSR),San Antonio,05601,Valparaíso,Servicio de Salud Valparaíso San Antonio,urbano,263,0,,-2.285,2.285,21.8,Alta,-33.63487,-71.54312
118713,Centro Comunitario de Salud Familiar Escuadrón,Centro Comunitario de Salud Familiar (CECOSF),Coronel,08102,Biobío,Servicio de Salud Concepción,urbano,184,2,,-2.439,2.439,21.8,Alta,-36.96147,-73.14817
104305,Centro de Salud Familiar Candelaria Rosario,Centro de Salud Familiar (CESFAM),Copiapó,03101,Atacama,Servicio de Salud Atacama,,1247,2,,-1.777,1.777,21.7,Alta,-27.37772,-70.33865
106328,Centro de Salud Familiar El Quisco,Centro de Salud Familiar (CESFAM),El Quisco,05604,Valparaíso,Servicio de Salud Valparaíso San Antonio,urbano,4233,36,0.121494380884884,-1.519,1.519,21.7,Alta,-33.39751,-71.69428
116420,Posta de Salud Rural Itahue,Posta de Salud Rural (PSR),Molina,07304,Maule,Servicio de Salud Del Maule,mixto,516,0,,-2.029,2.029,21.7,Alta,-35.142474,-71.364783
115455,Posta de Salud Rural Molineros,Posta de Salud Rural (PSR),Pumanque,06309,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,rural,47,0,,-2.505,2.505,21.6,Alta,-34.518666,-71.59326
118708,Centro Comunitario de Salud Familiar Boca Sur,Centro Comunitario de Salud Familiar (CECOSF),San Pedro de la Paz,08108,Biobío,Servicio de Salud Concepción,urbano,83,0,,-2.843,2.843,21.6,Alta,-36.84303,-73.14443
121496,Posta de Salud Rural Huamaqui,Posta de Salud Rural (PSR),Cholchol,09121,La Araucanía,Servicio de Salud Araucanía Sur,rural,121,0,,-2.016,2.016,21.6,Alta,-38.45932,-72.98452
115449,Posta de Salud Rural Apalta,Posta de Salud Rural (PSR),Santa Cruz,06310,Libertador Gral. B. O'Higgins,Servicio de Salud Del Libertador B.O'Higgins,mixto,305,0,,-2.188,2.188,21.5,Alta,-34.62065,-71.2671
